L:D02BF,L:D03BF,L:D11BF,L:D12BF,L:D13BF,L:D21BF,L:D22BF,L:D23BF,L:D31BF,L:D32BF,L:D33BF,L:D34BF,L:D41BF,L:D42BF,L:D43BF,L:D51BF,L:D52BF,L:D53BF,L:D54BF,L:D61BF,L:D62BF,L:D63BF,L:D64BF,L:D71BF,L:D72BF,L:D73BF,L:D74BF
116.6502994903227,84.45998612222023,-78.11087332831355,-95.88081458602583,154.59249250880413,-67.75979207192306,-70.86394412153521,-166.96960462384794,-139.25765538355216,111.11496975502304,7.774111783096767,-90.65462855754087,-175.5823928704542,-21.246433942309192,149.76809663154523,-79.42891329954682,130.6623026740816,-1.4735211885272377,44.59913631291818,-174.34190099198804,79.65425720998225,32.978672950846814,42.42282034079809,97.03610925511347,102.2506041605264,-82.18705074244271,94.1715512393532
116.1394352325102,83.95461502847023,-78.55032645331355,-95.35347083602583,155.04293196192913,-67.08962605629806,-70.35857302778521,-166.89270032697294,-139.53231358667716,110.76890041908555,7.016055142471767,-92.25313929972836,-176.00536650326669,-20.64767905949669,150.00430268623273,-79.23665255735932,129.9756571662691,-1.4130963838397377,45.86805721135568,-174.94065587480054,79.84651795216975,32.176670997721814,41.85153127829809,97.08005456761347,104.5961852152139,-82.09916011744271,94.1935238956032
116.9359440215727,84.64126053628273,-79.43472586737605,-96.39717200790083,154.63094465724163,-69.24294636879806,-70.64421755903521,-166.65100110822294,-139.14779210230216,111.69724514564804,7.845522915909267,-90.57772426066587,-175.3626663079542,-21.02121421574669,149.87795991279523,-79.34651583860932,130.7447001350191,-1.4240827119647377,45.02760310979318,-174.99009435136304,79.64327088185725,33.137974708659314,42.60958791892309,97.08005456761347,105.3102965433389,-82.08268062525521,94.33085299716568
116.6887516387602,84.33364334878273,-78.66018973456355,-95.45784095321332,155.04293196192913,-67.21596882973556,-70.27068240278521,-166.03576673322294,-140.03219151636466,108.42331936439804,6.741396939346767,-92.86837367472836,-175.22533720639169,-20.510349957934192,150.08670014717023,-79.14326876829682,129.9262186897066,-1.4735211885272377,46.17567439885568,-174.21555821855054,79.74764099904475,31.84708115397181,41.56588674704809,97.107520387926,104.8159117777139,-81.97281734400521,93.6881528018532
116.9084782012602,84.63576737222023,-77.63296805487605,-95.86433509383832,155.12532942286663,-67.31484578286056,-70.40251834028521,-166.97509778791044,-139.18624425073966,108.87375881752304,7.455508267471767,-90.42391566691587,-175.15941923764169,-20.68063804387169,149.40005463935773,-79.29158419798432,130.2063700568941,-1.6493024385272377,46.02735896916818,-174.16062657792554,79.85750428029475,32.429356544596814,41.44503713767309,97.063575075426,104.3544859964639,-82.58255855494271,94.30888034091568
117.1227115996977,84.63576737222023,-78.28116141425105,-96.50703528915083,154.29036848536663,-68.94082234536056,-70.51238162153521,-166.62353528791044,-139.51034093042716,108.56064846596055,7.642275845596767,-90.76998500285336,-175.46703642514169,-20.91135093449669,150.51516694404523,-79.42342013548432,130.5853983772066,-1.8745221650897377,44.22560115666818,-174.57810704667554,79.61580506154475,33.077549903971814,42.68649221579809,97.24484948948847,104.9971861917764,-81.91788570338021,94.5121274112282
116.1614078887602,84.15236893472023,-78.41849051581355,-95.28755286727583,155.15828840724163,-66.98525593911056,-70.50688845747271,-166.27197278791044,-139.87288975855216,111.09299709877304,7.219302212784267,-90.21517543254087,-176.3514358392042,-20.587254254809192,150.02627534248273,-79.37947482298432,130.1679179084566,-1.2647809541522377,45.99439998479318,-174.69895665605054,80.02229920216975,32.489781349284314,42.00533987204809,97.041602419176,104.5797057230264,-82.13761226588021,94.25394870029068
115.0078434356352,85.09719315347023,-77.95157157050105,-96.22139075790083,154.72982161036663,-67.61147664223556,-70.17729861372271,-166.72241224103544,-139.21920323511466,111.29624416908555,7.559878384659267,-90.61068324504087,-175.9119827142042,-20.59274741887169,149.14187592842023,-79.17073458860932,130.5249735725191,-1.8305768525897377,45.85157771916818,-174.39683263261304,79.72566834279475,32.654576271159314,42.60958791892309,97.162452028551,104.0743346292764,-82.44522945338021,94.57255221591568
116.1998600371977,83.71291580972023,-78.50088797675105,-95.38642982040083,155.02095930567913,-67.05666707192306,-70.24321658247271,-166.77734388166044,-140.23543858667716,108.50022366127304,7.010561978409267,-92.47286586222836,-175.31322783139169,-20.554295270434192,150.14163178779523,-79.33003634642182,130.0086161506441,-1.4240827119647377,45.74171443791818,-174.14964024980054,79.83003845998225,32.374424903971814,41.84054495017309,97.12399988011347,104.8268981058389,-82.03324214869271,93.26517916904068
117.3314518340727,85.01479569253273,-80.25870047675105,-96.16645911727583,154.77926008692913,-66.88088582192306,-70.29265505903521,-166.14563001447294,-139.07638096948966,111.55991604408555,7.801577603409267,-90.62166957316587,-175.2967483392042,-20.686131207934192,149.22427338935773,-79.12678927610932,130.5963847053316,-1.8305768525897377,45.90650935979318,-174.98460118730054,79.71468201466975,32.951207130534314,42.51620412986059,97.04709558323847,103.7007994730264,-82.32437984400521,94.5890317081032
117.2984928496977,84.97634354409523,-77.96255789862605,-96.13350013290083,154.33980696192913,-67.23794148598556,-70.49590212934771,-167.19482435041044,-139.11483311792716,109.00010159096055,7.675234829971767,-90.78097133097836,-175.47802275326669,-20.97726890324669,150.20754975654523,-79.10481661985932,130.7886454475191,-1.9074811494647377,44.53871150823068,-174.47923009355054,79.51692810841975,33.055577247721814,42.51071096579809,97.118506716051,105.4531188089639,-81.96732417994271,94.4132504581032
116.9084782012602,84.43801346597023,-78.09439383612605,-95.44136146102583,154.84517805567913,-67.00173543129806,-70.63323123091021,-167.26074231916044,-139.44442296167716,111.14792873939804,7.499453579971767,-91.24239711222836,-176.71947783139169,-20.883885114184192,150.04824799873273,-79.51131076048432,130.5744120490816,-1.3087262666522377,45.08802791448068,-174.86375157792554,79.85750428029475,32.874302833659314,42.36239553611059,97.05808191136347,104.5906920511514,-82.12662593775521,94.08915377841568
117.1556705840727,84.93239823159523,-78.80850516425105,-95.50727942977583,154.96602766505413,-67.24892781411056,-70.22124392622271,-166.72790540509794,-139.32906651636466,108.42881252846055,6.549136197159267,-92.59920863566587,-175.3297073235792,-20.55978843449669,150.00430268623273,-79.20918673704682,130.1184794318941,-1.4845075166522377,46.29103084416818,-174.21006505448804,79.84651795216975,31.61636826334681,41.49447561423559,97.15695886448847,104.7115416605264,-82.15409175806771,93.46293307529068
116.6338199981352,84.81704178628273,-77.89663992987605,-95.71601966415083,155.14730207911663,-67.95205281411056,-70.35307986372271,-166.96960462384794,-139.20821690698966,108.65952541908555,6.906191861221767,-91.42367152629087,-176.0218459954542,-20.675144879809192,149.63076752998273,-79.25313204954682,130.4700419318941,-1.4845075166522377,46.26905818791818,-174.20457189042554,79.86299744435725,31.951451271159318,41.64279104392309,96.99216394261347,104.4204039652139,-82.39029781275521,92.80375338779068
116.7326969512602,84.53689041909523,-78.11636649237605,-96.38618567977583,154.54305403224163,-66.98525593911056,-70.62773806684771,-167.43103040509794,-139.21920323511466,108.91770413002304,7.818057095596767,-90.61617640910336,-176.15917509701669,-21.07614585637169,150.06472749092023,-79.39046115110932,130.6128641975191,-1.8195905244647377,44.82984920354318,-174.28696935136304,79.65975037404475,33.083043068034314,42.53817678611059,97.03610925511347,104.7170348245889,-82.14310542994271,94.22098971591568
116.7381901153227,84.54238358315773,-78.06692801581355,-96.30928138290083,154.86715071192913,-67.48513386879806,-70.56182009809771,-167.34313978009794,-139.21920323511466,111.62583401283555,7.856509244034267,-90.47884730754087,-175.25829619076669,-20.95529624699669,149.67471284248273,-79.39046115110932,130.6897684943941,-1.9019879854022377,45.41212459416818,-174.27048985917554,79.64876404591975,33.275303810221814,42.64804006736059,97.052588747301,104.9642272074014,-82.43424312525521,94.2814145206032
117.6170963653227,85.02028885659523,-80.31912528143855,-96.42463782821332,154.65841047755413,-67.18300984536056,-70.34209353559771,-166.15661634259794,-139.07638096948966,110.88425686439804,7.735659634659267,-90.70406703410336,-175.32421415951669,-20.71359702824669,149.58132905342023,-79.03340548704682,130.7831522834566,-1.7316998994647377,45.71424861760568,-175.01206700761304,79.64327088185725,33.039097755534314,42.79086233298559,97.08005456761347,104.4478697855264,-82.37931148463021,94.52860690341568
116.9798893340727,84.83901444253273,-77.70437918768855,-96.54548743758832,154.59249250880413,-66.67763875161056,-70.46294314497271,-167.13989270978544,-139.12581944605216,110.54917385658555,7.823550259659267,-90.58321742472836,-175.3077346673292,-20.86740562199669,149.64724702217023,-79.23115939329682,130.7941386115816,-1.8415631807147377,45.25282283635568,-174.35838048417554,79.64327088185725,33.148961036784314,42.59860159079809,97.052588747301,105.0466246683389,-82.40128414088021,94.3143735049782
117.0622867950102,84.78957596597023,-78.07242117987605,-96.78169349227583,154.35079329005413,-67.09511922036056,-70.46294314497271,-167.18383802228544,-139.20272374292716,110.75242092689804,7.609316861221767,-90.75899867472836,-176.17016142514169,-20.93332359074669,150.20754975654523,-79.24763888548432,130.6568095100191,-1.7756452119647377,44.73097225041818,-174.39683263261304,79.56636658498225,33.094029396159314,42.57662893454809,97.18991784886347,104.8104186136514,-81.93436519556771,94.4242367862282
116.6008610137602,84.02602616128273,-78.13833914862605,-95.50727942977583,154.92757551661663,-66.96328328286056,-70.73760134809771,-166.49169935041044,-139.54329991480216,111.13694241127304,7.686221158096767,-91.11056117472836,-176.6151077142042,-20.97726890324669,149.89443940498273,-79.69258517454682,130.4700419318941,-1.2647809541522377,45.03858943791818,-174.81980626542554,79.95088806935725,32.901768653971814,42.40084768454809,96.95920495823847,104.5412535745889,-82.20353023463021,93.9518246768532
117.2270817168852,84.88845291909523,-77.97354422675105,-96.19392493758832,154.32332746974163,-69.27041218911056,-70.53435427778521,-166.50268567853544,-139.08736729761466,108.67051174721055,7.691714322159267,-90.75350551066587,-175.47802275326669,-20.97726890324669,150.05923432685773,-79.17622775267182,130.7666727912691,-1.6602887666522377,44.79139705510568,-174.40232579667554,79.57185974904475,33.066563575846814,42.59310842673559,97.140479372301,105.4421324808389,-82.03873531275521,94.3802914737282
114.6178287871977,84.76211014565773,-79.92911063300105,-95.85334876571332,155.05941145411663,-67.63894246254806,-70.41350466841021,-166.95861829572294,-139.08187413355216,111.05454495033555,7.779604947159267,-90.44039515910336,-175.89550322201669,-20.73556968449669,149.13088960029523,-79.17622775267182,130.5359599006441,-1.6767682588397377,46.15919490666818,-174.85825841386304,79.82454529591975,32.720494239909314,42.50521780173559,96.997657106676,103.7722106058389,-82.64847652369271,94.17704440341568
116.2108463653227,84.42702713784523,-78.53934012518855,-95.15022376571332,155.41646711817913,-67.09511922036056,-70.38603884809771,-166.29943860822294,-139.38949132105216,111.52146389564804,7.114932095596767,-92.14327601847836,-175.25829619076669,-20.62570640324669,149.85598725654523,-79.43440646360932,129.9701640022066,-1.3471784150897377,46.41188045354318,-174.65501134355054,80.08821717091975,32.275547950846814,41.86251760642309,96.964698122301,104.4808287699014,-82.36283199244271,94.61649752841568
116.4580387481352,84.78408280190773,-78.79751883612605,-95.41938880477583,155.09786360255413,-67.15005086098556,-70.28716189497271,-166.83776868634794,-139.35653233667716,108.85178616127304,6.609561001846767,-91.87960414347836,-175.3626663079542,-20.598240582934192,149.97134370185773,-79.17622775267182,130.3217265022066,-1.4240827119647377,46.28553768010568,-174.14414708573804,79.83553162404475,31.63834091959681,41.35714651267309,97.06906823948847,104.6950621683389,-82.09916011744271,93.60575534091568
116.0405582793852,84.21828690347023,-78.65469657050105,-95.39741614852583,155.09237043849163,-67.10610554848556,-70.16631228559771,-166.05773938947294,-139.35653233667716,108.58262112221055,6.939150845596767,-92.14876918254087,-175.1758987298292,-20.41696616887169,150.12515229560773,-79.18172091673432,129.8603007209566,-1.3471784150897377,46.38441463323068,-174.11118810136304,79.86849060841975,31.995396583659318,41.64828420798559,97.151465700426,104.8268981058389,-81.99479000025521,93.6881528018532
116.1943668731352,84.84450760659523,-78.43497000800105,-95.40840247665083,154.92208235255413,-67.07863972817306,-70.30913455122271,-166.13464368634794,-139.70260167261466,111.26877834877304,6.999575650284267,-92.42342738566587,-175.5054885735792,-20.598240582934192,150.11416596748273,-79.31355685423432,130.1898905647066,-1.3087262666522377,45.93397518010568,-174.85825841386304,79.80257263966975,32.215123146159314,41.84054495017309,97.129493044176,104.7884459574014,-81.99479000025521,93.5343442081032
116.4140934356352,83.39431229409523,-78.23172293768855,-95.27656653915083,155.06490461817913,-67.06216023598556,-70.51787478559771,-167.10144056134794,-139.87288975855216,111.51597073158555,7.378603970596767,-90.58871058879087,-176.6480666985792,-20.69162437199669,150.07571381904523,-79.46187228392182,130.3162333381441,-1.1988629854022377,45.80213924260568,-174.74839513261304,79.97835388966975,32.665562599284314,42.14266897361059,97.01413659886347,104.6621031839639,-82.05521480494271,93.7980160831032
116.7381901153227,84.27321854409523,-78.13833914862605,-95.39741614852583,154.83419172755413,-67.07863972817306,-70.63323123091021,-167.19482435041044,-139.43343663355216,108.82432034096055,7.428042447159267,-91.43465785441587,-176.85131376889169,-20.949803082934192,150.12515229560773,-79.33552951048432,130.5469462287691,-1.1988629854022377,45.59339900823068,-174.16062657792554,79.89595642873225,32.808384864909314,42.30746389548559,97.02512292698847,104.7390074808389,-81.96732417994271,93.92435885654068
117.0128483184477,84.45998612222023,-78.00101004706355,-95.52375892196332,154.71334211817913,-67.16653035317306,-70.78154666059771,-167.35961927228544,-139.28512120386466,111.06003811439804,7.559878384659267,-91.17098597941587,-175.93944853451669,-21.213474957934192,150.05923432685773,-79.33003634642182,130.7007548225191,-1.3361920869647377,45.17042537541818,-174.19358556230054,79.73116150685725,32.885289161784314,42.42282034079809,97.063575075426,104.8159117777139,-81.96183101588021,94.2264828799782
116.2987369903227,83.61953202065773,-78.39651785956355,-95.39192298446332,155.03743879786663,-67.18850300942306,-70.36955935591021,-166.16210950666044,-139.58175206323966,111.42808010658555,7.098452603409267,-92.45089320597836,-175.5384475579542,-20.59274741887169,150.01528901435773,-79.20918673704682,130.2063700568941,-1.2867536104022377,45.86805721135568,-174.08372228105054,79.79158631154475,32.292027443034314,41.96688772361059,97.019629762926,104.7390074808389,-82.08268062525521,93.57279635654068
116.4031071075102,83.85573807534523,-78.21524344550105,-95.15571692977583,155.09786360255413,-67.11709187661056,-70.60576541059771,-166.37634290509794,-139.70260167261466,111.25779202064804,7.466494595596767,-90.14925746379087,-176.7689163079542,-20.795994489184192,149.97683686592023,-79.45637911985932,130.3931376350191,-1.1823834932147377,45.13197322698068,-174.83628575761304,79.92891541310725,32.616124122721814,42.09872366111059,96.93723230198847,104.5742125589639,-82.19803707056771,93.6771664737282
116.8425602325102,84.25673905190773,-78.14383231268855,-95.47432044540083,154.92208235255413,-66.96877644692306,-70.63323123091021,-167.17285169416044,-139.59823155542716,110.86228420814804,7.428042447159267,-90.78646449504087,-177.02709501889169,-20.839939801684192,150.13613862373273,-79.38496798704682,130.4865214240816,-1.2483014619647377,45.21986385198068,-174.92966954667554,79.81355896779475,32.819371193034314,42.34591604392309,97.107520387926,104.8378844339639,-81.90689937525521,93.9078793643532
116.8260807403227,84.32815018472023,-78.01199637518855,-95.68306067977583,154.80123274317913,-66.91933797036056,-70.61125857466021,-167.49694837384794,-139.51034093042716,108.80784084877304,7.647769009659267,-91.09957484660336,-176.71947783139169,-21.05417320012169,150.01528901435773,-79.48384494017182,130.6403300178316,-1.3142194307147377,44.98365779729318,-174.21555821855054,79.72566834279475,32.912754982096814,42.43929983298559,97.085547731676,104.7829527933389,-81.98929683619271,94.19901705966568
116.7986149200102,84.66872635659523,-79.85769950018855,-96.38069251571332,154.64742414942913,-69.28139851723556,-70.52886111372271,-166.54663099103544,-139.15328526636466,110.67002346596055,7.702700650284267,-90.62166957316587,-175.3406936517042,-20.87839195012169,149.81753510810773,-79.27510470579682,130.6293436897066,-1.7426862275897377,45.05506893010568,-175.25376622636304,79.59932556935725,33.028111427409314,42.57662893454809,97.09104089573847,103.0196471292764,-82.15958492213021,94.4352231143532
117.0458073028227,84.82253495034523,-80.13235770331355,-96.30378821883832,154.65291731349163,-67.65542195473556,-70.42449099653521,-167.06298841291044,-139.12032628198966,110.90622952064804,7.785098111221767,-90.61068324504087,-175.9998733392042,-20.730076520434192,149.81204194404523,-79.18721408079682,130.6677958381441,-2.0063581025897377,45.30226131291818,-175.12742345292554,79.64327088185725,33.088536232096814,42.66451955954809,97.09104089573847,103.3052916605264,-82.38480464869271,94.50663424716568
116.7656559356352,84.33913651284523,-78.09439383612605,-95.83686927352583,154.58699934474163,-67.08413289223556,-70.81999880903521,-167.65075696759794,-139.32906651636466,109.09348538002304,7.631289517471767,-90.92379359660336,-176.46679228451669,-21.05417320012169,150.02078217842023,-79.37947482298432,130.5853983772066,-1.3032331025897377,44.70350643010568,-174.39683263261304,79.68721619435725,32.923741310221814,42.42282034079809,97.04709558323847,104.6071715433389,-82.06070796900521,94.34183932529068
117.0513004668852,84.77858963784523,-80.02249442206355,-96.60041907821332,154.47713606349163,-67.44118855629806,-70.41350466841021,-166.42028821759794,-139.26864171167716,110.71396877846055,7.653262173721767,-90.61617640910336,-175.31322783139169,-20.83444663762169,149.80105561592023,-79.23665255735932,130.6897684943941,-1.9239606416522377,44.98365779729318,-175.18784825761304,79.52791443654475,33.176426857096814,42.62057424704809,97.140479372301,103.0251402933389,-82.25296871119271,94.51762057529068
116.8370670684477,84.63576737222023,-79.91812430487605,-96.47407630477583,154.71883528224163,-68.89687703286056,-70.48491580122271,-166.52465833478544,-139.15328526636466,111.06003811439804,7.878481900284267,-90.41842250285336,-175.99438017514169,-20.90036460637169,149.55935639717023,-79.30257052610932,130.6458231818941,-1.6877545869647377,45.18690486760568,-174.97361485917554,79.73116150685725,33.203892677409314,42.60958791892309,97.04709558323847,102.8383727152139,-82.20353023463021,94.3143735049782
