L:RFBPAH,L:V1QSET,L:V2QSET,L:V3QSET,L:V4QSET,L:V5QSET,L:RFQPAH
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.08498028811172,-34.07322003321654,-26.40180197989301,-40.10078605044989,-22.99278481118719,-36.19383148418689,228.93050844409797
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.10362792792748,-34.178001909161246,-26.439897531648107,-40.07407275938835,-23.021665905414924,-36.13314657851479,229.0062651238945
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
235.1989646416296,-34.12319573471434,-26.4097116399074,-40.18335210655561,-22.92007113899581,-36.05253829033285,228.96683323148278
